lizard_id,position,day,t_start,t_end,t_move,t_shelter,t_emerged,t_chase,lat_move,lat_shelter,lat_emergence,emergence
1399,B4,8,2947,3010,3027,3114,4657,63,17,87,1543,1
1366,C1,8,2231,2296,2335,2338,3953,65,39,3,1615,1
1374,C1,8,2086,2149,2180,2187,2493,63,31,7,306,1
1463,C1,8,2161,2224,2244,2261,4661,63,20,17,2400,0
1202,C2,8,2382,2445,2571,2573,4851,63,126,2,2278,1
1322,C2,8,2307,2370,2394,2395,4795,63,24,1,2400,0
2205,C2,8,2466,2529,2648,2653,5053,63,119,5,2400,0
1611,C3,8,1416,1479,1560,1630,1676,63,81,70,46,1
1222,C4,8,1109,1171,1191,1360,3760,62,20,169,2400,0
1390,C4,8,1342,1406,1417,1574,3974,64,11,157,2400,0
1454,C4,8,1180,1245,1372,1397,3797,65,127,25,2400,0
2105,C4,8,1260,1322,1659,1915,1857,62,337,256,-58,1
1177,D1,8,1424,1489,1507,1515,3069,65,18,8,1554,1
1358,D1,8,1498,1560,1595,2141,2262,62,35,546,121,1
1479,D1,8,1349,1412,1419,1448,2848,63,7,29,1400,1
1303,D2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,D2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,D3,8,706,770,801,1015,1766,64,31,214,751,1
1459,D3,8,623,685,794,805,3205,62,109,11,2400,0
1166,D4,8,372,434,446,474,2874,62,12,28,2400,0
1192,D4,8,449,520,546,548,1787,71,26,2,1239,1
1229,D4,8,300,363,496,497,1703,63,133,1,1206,1
1257,D4,8,532,597,872,923,3323,65,275,51,2400,0
1442,E1,8,923,986,1262,1336,3736,63,276,74,2400,0
1565,E1,8,847,910,936,2298,3903,63,26,1362,1605,1
1174,E2,8,1222,1288,1322,1606,4006,66,34,284,2400,0
1185,E2,8,1147,1203,1524,1530,3930,56,321,6,2400,0
1402,E2,8,1074,1139,1153,1173,3573,65,14,20,2400,0
2255,E2,8,998,1060,1370,1382,3782,62,310,12,2400,0
1218,E3,8,2145,2213,2234,2474,3193,68,21,240,719,1
1443,E3,8,2063,2125,2179,2289,2656,62,54,110,367,1
2164,E3,8,2231,2298,2359,2439,4839,67,61,80,2400,0
1172,E4,8,1824,1892,2301,2312,4704,68,409,11,2392,1
1239,E4,8,1979,2043,2051,2088,4480,64,8,37,2392,1
2346,E4,8,1904,1968,1992,2272,4254,64,24,280,1982,1
1230,F1,8,2682,2746,2788,2796,4342,64,42,8,1546,1
1487,F1,8,2754,2819,2842,3007,4860,65,23,165,1853,1
2351,F1,8,2605,2671,2684,2760,5104,66,13,76,2344,1
1419,F2,8,2831,2893,2905,2987,5387,62,12,82,2400,0
1534,F2,8,3054,3116,3172,3201,5601,62,56,29,2400,0
1580,F2,8,2904,2968,3005,3178,5578,64,37,173,2400,0
1613,F2,8,2978,3042,3112,3322,5447,64,70,210,2125,1
1182,F3,8,3206,3271,3347,3469,5869,65,76,122,2400,0
1424,F3,8,3119,3181,3341,3350,4671,62,160,9,1321,1
2106,F3,8,3287,3350,3386,3471,5351,63,36,85,1880,1
2486,F3,8,3044,3106,3173,3782,6182,62,67,609,2400,0
1340,F4,8,2958,3021,3041,3043,5443,63,20,2,2400,0
1417,F4,8,2814,2878,2982,3213,4183,64,104,231,970,1
1467,F4,8,2888,2951,3093,3161,4080,63,142,68,919,1
1421,G1,8,4475,4538,4613,4780,5906,63,75,167,1126,1
1674,G1,8,4401,4465,4681,4720,7120,64,216,39,2400,0
2009,G1,8,4553,4616,4645,5052,5920,63,29,407,868,1
1258,G2,8,4786,4850,5359,5700,8100,64,509,341,2400,0
1328,G2,8,4703,4766,4799,5259,7659,63,33,460,2400,0
1408,G2,8,4628,4962,4794,5079,5715,334,-168,285,636,1
1360,G3,8,3431,3500,3515,3849,4821,69,15,334,972,1
1795,G3,8,3484,3586,3793,3811,6211,102,207,18,2400,0
2081,G3,8,3598,3662,3936,4384,4757,64,274,448,373,1
1223,G4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,G4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,G4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2242,G4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
